,id,titel,output,areaLevel1,areaLevel2,areaLevel3
495,Highest_Pensioenwet,Pensioenwet,Uw vraagt lijkt te gaan om <b>Pensioenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
496,Highest_Plantenziektenwet,Plantenziektenwet,Uw vraagt lijkt te gaan om <b>Plantenziektenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
497,Highest_Politiewet 2012,Politiewet 2012,Uw vraagt lijkt te gaan om <b>Politiewet 2012</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
498,"Highest_Politiewet 2012, Artikel 7","Politiewet 2012, Artikel 7","Uw vraagt lijkt te gaan om <b>Politiewet 2012, Artikel 7</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Staats- en bestuursrecht,
499,Highest_Regeling GLB-inkomenssteun 2006,Regeling GLB-inkomenssteun 2006,Uw vraagt lijkt te gaan om <b>Regeling GLB-inkomenssteun 2006</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
500,Highest_Regeling LNV-subsidies,Regeling LNV-subsidies,Uw vraagt lijkt te gaan om <b>Regeling LNV-subsidies</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
501,"Highest_Regeling beloning curatoren, bewindvoerders en mentoren","Regeling beloning curatoren, bewindvoerders en mentoren","Uw vraagt lijkt te gaan om <b>Regeling beloning curatoren, bewindvoerders en mentoren</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
502,Highest_Regeling fosfaatreductieplan 2017,Regeling fosfaatreductieplan 2017,Uw vraagt lijkt te gaan om <b>Regeling fosfaatreductieplan 2017</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
503,Highest_Regeling gehandicaptenparkeerkaart,Regeling gehandicaptenparkeerkaart,Uw vraagt lijkt te gaan om <b>Regeling gehandicaptenparkeerkaart</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
504,Highest_Regeling maatregelen rijvaardigheid en geschiktheid 2011,Regeling maatregelen rijvaardigheid en geschiktheid 2011,Uw vraagt lijkt te gaan om <b>Regeling maatregelen rijvaardigheid en geschiktheid 2011</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
505,Highest_Regeling subsidies AWBZ,Regeling subsidies AWBZ,Uw vraagt lijkt te gaan om <b>Regeling subsidies AWBZ</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
506,Highest_Regeling vaststelling LFNP,Regeling vaststelling LFNP,Uw vraagt lijkt te gaan om <b>Regeling vaststelling LFNP</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,
507,Highest_Regeling verstrekkingen asielzoekers en andere categorieën vreemdelingen 2005,Regeling verstrekkingen asielzoekers en andere categorieën vreemdelingen 2005,Uw vraagt lijkt te gaan om <b>Regeling verstrekkingen asielzoekers en andere categorieën vreemdelingen 2005</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
508,Highest_Reglement rijbewijzen,Reglement rijbewijzen,Uw vraagt lijkt te gaan om <b>Reglement rijbewijzen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
509,Highest_Reglement verkeersregels en verkeerstekens 1990 (RVV 1990),Reglement verkeersregels en verkeerstekens 1990 (RVV 1990),Uw vraagt lijkt te gaan om <b>Reglement verkeersregels en verkeerstekens 1990 (RVV 1990)</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
510,"Highest_Reglement verkeersregels en verkeerstekens 1990 (RVV 1990), Artikel 62","Reglement verkeersregels en verkeerstekens 1990 (RVV 1990), Artikel 62","Uw vraagt lijkt te gaan om <b>Reglement verkeersregels en verkeerstekens 1990 (RVV 1990), Artikel 62</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
511,Highest_Remigratiewet,Remigratiewet,Uw vraagt lijkt te gaan om <b>Remigratiewet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
512,Highest_Richtlijn 2003/86/EG van de Raad van 22 september 2003 inzake het recht op gezinshereniging,Richtlijn 2003/86/EG van de Raad van 22 september 2003 inzake het recht op gezinshereniging,Uw vraagt lijkt te gaan om <b>Richtlijn 2003/86/EG van de Raad van 22 september 2003 inzake het recht op gezinshereniging</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
513,Highest_Richtlijn 2013/48/EU van het Europees Parlement en de Raad van 22 oktober 2013 betreffende het recht op toegang tot een advocaat in strafprocedures en in procedures ter uitvoering van een Europees aanhoudingsbevel en het recht om een derde op de hoogte te laten brengen vanaf de vrijheidsbeneming en om met derden en consulaire autoriteiten te communiceren tijdens de vrijheidsbeneming,Richtlijn 2013/48/EU van het Europees Parlement en de Raad van 22 oktober 2013 betreffende het recht op toegang tot een advocaat in strafprocedures en in procedures ter uitvoering van een Europees aanhoudingsbevel en het recht om een derde op de hoogte te laten brengen vanaf de vrijheidsbeneming en om met derden en consulaire autoriteiten te communiceren tijdens de vrijheidsbeneming,Uw vraagt lijkt te gaan om <b>Richtlijn 2013/48/EU van het Europees Parlement en de Raad van 22 oktober 2013 betreffende het recht op toegang tot een advocaat in strafprocedures en in procedures ter uitvoering van een Europees aanhoudingsbevel en het recht om een derde op de hoogte te laten brengen vanaf de vrijheidsbeneming en om met derden en consulaire autoriteiten te communiceren tijdens de vrijheidsbeneming</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,#VALUE!,#VALUE!,#VALUE!
514,Highest_Richtlijn 93/13/EEG van de Raad van 5 april 1993 betreffende oneerlijke bedingen in consumentenovereenkomsten,Richtlijn 93/13/EEG van de Raad van 5 april 1993 betreffende oneerlijke bedingen in consumentenovereenkomsten,Uw vraagt lijkt te gaan om <b>Richtlijn 93/13/EEG van de Raad van 5 april 1993 betreffende oneerlijke bedingen in consumentenovereenkomsten</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
515,Highest_Rijksoctrooiwet 1995,Rijksoctrooiwet 1995,Uw vraagt lijkt te gaan om <b>Rijksoctrooiwet 1995</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Goederen- en verbintenissenrecht,Verbintenissenrecht
516,Highest_Rijkswet op het Nederlanderschap,Rijkswet op het Nederlanderschap,Uw vraagt lijkt te gaan om <b>Rijkswet op het Nederlanderschap</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
517,"Highest_Sanctiewet 1977, Artikel 3","Sanctiewet 1977, Artikel 3","Uw vraagt lijkt te gaan om <b>Sanctiewet 1977, Artikel 3</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Internationaal publiekrecht,Volkenrecht,
518,Highest_Schattingsbesluit arbeidsongeschiktheidswetten,Schattingsbesluit arbeidsongeschiktheidswetten,Uw vraagt lijkt te gaan om <b>Schattingsbesluit arbeidsongeschiktheidswetten</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Arbeidsrecht en Socialezekerheidsrecht,Arbeidsrecht
519,Highest_Successiewet 1956,Successiewet 1956,Uw vraagt lijkt te gaan om <b>Successiewet 1956</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
520,Highest_Tabaks- en rookwarenwet,Tabaks- en rookwarenwet,Uw vraagt lijkt te gaan om <b>Tabaks- en rookwarenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
521,Highest_Telecommunicatiewet,Telecommunicatiewet,Uw vraagt lijkt te gaan om <b>Telecommunicatiewet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Ondernemingsrecht,
522,Highest_Toeslagenwet,Toeslagenwet,Uw vraagt lijkt te gaan om <b>Toeslagenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
523,Highest_Uitleveringswet,Uitleveringswet,Uw vraagt lijkt te gaan om <b>Uitleveringswet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Procesrecht,Strafprocesrecht
524,Highest_Uitvoeringsbesluit Meststoffenwet,Uitvoeringsbesluit Meststoffenwet,Uw vraagt lijkt te gaan om <b>Uitvoeringsbesluit Meststoffenwet</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
525,Highest_Uitvoeringsregeling rechtstreekse betalingen GLB,Uitvoeringsregeling rechtstreekse betalingen GLB,Uw vraagt lijkt te gaan om <b>Uitvoeringsregeling rechtstreekse betalingen GLB</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Omgevingsrecht,
526,"Highest_Uitvoeringsverordening (EU) nr. 809/2014 van de Commissie van 17 juli 2014 tot vaststelling van uitvoeringsbepalingen voor Verordening (EU) nr. 1306/2013 van het Europees Parlement en de Raad wat betreft het geïntegreerd beheers- en controlesysteem, plattelandsontwikkelingsmaatregelen en de randvoorwaarden","Uitvoeringsverordening (EU) nr. 809/2014 van de Commissie van 17 juli 2014 tot vaststelling van uitvoeringsbepalingen voor Verordening (EU) nr. 1306/2013 van het Europees Parlement en de Raad wat betreft het geïntegreerd beheers- en controlesysteem, plattelandsontwikkelingsmaatregelen en de randvoorwaarden","Uw vraagt lijkt te gaan om <b>Uitvoeringsverordening (EU) nr. 809/2014 van de Commissie van 17 juli 2014 tot vaststelling van uitvoeringsbepalingen voor Verordening (EU) nr. 1306/2013 van het Europees Parlement en de Raad wat betreft het geïntegreerd beheers- en controlesysteem, plattelandsontwikkelingsmaatregelen en de randvoorwaarden</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",#VALUE!,#VALUE!,#VALUE!
527,"Highest_Uitvoeringswet internationale kinderontvoering, Artikel 13","Uitvoeringswet internationale kinderontvoering, Artikel 13","Uw vraagt lijkt te gaan om <b>Uitvoeringswet internationale kinderontvoering, Artikel 13</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Personen- en familierecht,Personen- en familierecht
528,"Highest_Verdrag betreffende de burgerrechtelijke aspecten van internationale ontvoering van kinderen, Artikel 13","Verdrag betreffende de burgerrechtelijke aspecten van internationale ontvoering van kinderen, Artikel 13","Uw vraagt lijkt te gaan om <b>Verdrag betreffende de burgerrechtelijke aspecten van internationale ontvoering van kinderen, Artikel 13</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
529,"Highest_Verdrag betreffende de werking van de Europese Unie, Artikel 110","Verdrag betreffende de werking van de Europese Unie, Artikel 110","Uw vraagt lijkt te gaan om <b>Verdrag betreffende de werking van de Europese Unie, Artikel 110</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Ondernemingsrecht,
530,"Highest_Verdrag betreffende de werking van de Europese Unie, Artikel 49","Verdrag betreffende de werking van de Europese Unie, Artikel 49","Uw vraagt lijkt te gaan om <b>Verdrag betreffende de werking van de Europese Unie, Artikel 49</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Ondernemingsrecht,
531,Highest_Verdrag der Verenigde Naties inzake internationale koopovereenkomsten betreffende roerende zaken,Verdrag der Verenigde Naties inzake internationale koopovereenkomsten betreffende roerende zaken,Uw vraagt lijkt te gaan om <b>Verdrag der Verenigde Naties inzake internationale koopovereenkomsten betreffende roerende zaken</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
532,Highest_Verdrag inzake de rechten van het kind,Verdrag inzake de rechten van het kind,Uw vraagt lijkt te gaan om <b>Verdrag inzake de rechten van het kind</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Internationaal publiekrecht,Mensenrechten,
533,"Highest_Verdrag inzake de rechten van het kind, Artikel 9","Verdrag inzake de rechten van het kind, Artikel 9","Uw vraagt lijkt te gaan om <b>Verdrag inzake de rechten van het kind, Artikel 9</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Internationaal publiekrecht,Mensenrechten,
534,Highest_Verdrag inzake het recht dat van toepassing is op het huwelijksvermogensregime,Verdrag inzake het recht dat van toepassing is op het huwelijksvermogensregime,Uw vraagt lijkt te gaan om <b>Verdrag inzake het recht dat van toepassing is op het huwelijksvermogensregime</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
535,Highest_Verdrag inzake het recht dat van toepassing is op verbintenissen uit overeenkomst,Verdrag inzake het recht dat van toepassing is op verbintenissen uit overeenkomst,Uw vraagt lijkt te gaan om <b>Verdrag inzake het recht dat van toepassing is op verbintenissen uit overeenkomst</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
536,"Highest_Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 10","Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 10","Uw vraagt lijkt te gaan om <b>Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 10</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
537,"Highest_Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 13","Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 13","Uw vraagt lijkt te gaan om <b>Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 13</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
538,"Highest_Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 14","Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 14","Uw vraagt lijkt te gaan om <b>Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 14</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
539,"Highest_Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 2","Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 2","Uw vraagt lijkt te gaan om <b>Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 2</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
540,"Highest_Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 5","Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 5","Uw vraagt lijkt te gaan om <b>Verdrag tot bescherming van de rechten van de mens en de fundamentele vrijheden, Artikel 5</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
541,"Highest_Verordening (EEG) nr. 1408/71 van de Raad van 14 juni 1971 betreffende de toepassing van de sociale zekerheidsregelingen op loontrekkende en hun gezinnen, die zich binnen de Gemeenschap verplaatsen","Verordening (EEG) nr. 1408/71 van de Raad van 14 juni 1971 betreffende de toepassing van de sociale zekerheidsregelingen op loontrekkende en hun gezinnen, die zich binnen de Gemeenschap verplaatsen","Uw vraagt lijkt te gaan om <b>Verordening (EEG) nr. 1408/71 van de Raad van 14 juni 1971 betreffende de toepassing van de sociale zekerheidsregelingen op loontrekkende en hun gezinnen, die zich binnen de Gemeenschap verplaatsen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Bestuursrecht,Arbeidsrecht en Socialezekerheidsrecht,Socialezekerheidsrecht
542,Highest_Verordening (EEG) nr. 2913/92 van de Raad van 12 oktober 1992 tot vaststelling van het communautair douanewetboek,Verordening (EEG) nr. 2913/92 van de Raad van 12 oktober 1992 tot vaststelling van het communautair douanewetboek,Uw vraagt lijkt te gaan om <b>Verordening (EEG) nr. 2913/92 van de Raad van 12 oktober 1992 tot vaststelling van het communautair douanewetboek</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Belastingrecht,
543,"Highest_Verordening (EG) nr. 2201/2003 van de Raad van 27 november 2003 betreffende de bevoegdheid en de erkenning en tenuitvoerlegging van beslissingen in huwelijkszaken en inzake de ouderlijke verantwoordelijkheid, en tot intrekking van Verordening (EG) nr. 1347/2000","Verordening (EG) nr. 2201/2003 van de Raad van 27 november 2003 betreffende de bevoegdheid en de erkenning en tenuitvoerlegging van beslissingen in huwelijkszaken en inzake de ouderlijke verantwoordelijkheid, en tot intrekking van Verordening (EG) nr. 1347/2000","Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 2201/2003 van de Raad van 27 november 2003 betreffende de bevoegdheid en de erkenning en tenuitvoerlegging van beslissingen in huwelijkszaken en inzake de ouderlijke verantwoordelijkheid, en tot intrekking van Verordening (EG) nr. 1347/2000</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",#VALUE!,#VALUE!,#VALUE!
544,Highest_Verordening (EG) nr. 261/2004 van het Europees Parlement en de Raad van 11 februari 2004 tot vaststelling van gemeenschappelijke regels inzake compensatie en bijstand aan luchtreizigers bij instapweigering en annulering of langdurige vertraging van vluchten en tot intrekking van Verordening (EEG) nr. 295/91 - Verklaring van de Commissie,Verordening (EG) nr. 261/2004 van het Europees Parlement en de Raad van 11 februari 2004 tot vaststelling van gemeenschappelijke regels inzake compensatie en bijstand aan luchtreizigers bij instapweigering en annulering of langdurige vertraging van vluchten en tot intrekking van Verordening (EEG) nr. 295/91 - Verklaring van de Commissie,Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 261/2004 van het Europees Parlement en de Raad van 11 februari 2004 tot vaststelling van gemeenschappelijke regels inzake compensatie en bijstand aan luchtreizigers bij instapweigering en annulering of langdurige vertraging van vluchten en tot intrekking van Verordening (EEG) nr. 295/91 - Verklaring van de Commissie</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,#VALUE!,#VALUE!,#VALUE!
545,Highest_Verordening (EG) nr. 343/2003 van de Raad van 18 februari 2003 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een asielverzoek dat door een onderdaan van een derde land bij een van de lidstaten wordt ingediend,Verordening (EG) nr. 343/2003 van de Raad van 18 februari 2003 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een asielverzoek dat door een onderdaan van een derde land bij een van de lidstaten wordt ingediend,Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 343/2003 van de Raad van 18 februari 2003 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een asielverzoek dat door een onderdaan van een derde land bij een van de lidstaten wordt ingediend</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,#VALUE!,#VALUE!,#VALUE!
546,"Highest_Verordening (EG) nr. 44/2001 van de Raad van 22 december 2000 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken","Verordening (EG) nr. 44/2001 van de Raad van 22 december 2000 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken","Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 44/2001 van de Raad van 22 december 2000 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Overig civiel recht,Civiel recht
547,Highest_Verordening (EG) nr. 6/2002 van de Raad van 12 december 2001 betreffende Gemeenschapsmodellen,Verordening (EG) nr. 6/2002 van de Raad van 12 december 2001 betreffende Gemeenschapsmodellen,Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 6/2002 van de Raad van 12 december 2001 betreffende Gemeenschapsmodellen</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Goederen- en verbintenissenrecht,Intellectueel-eigendomsrecht
548,Highest_Verordening (EG) nr. 864/2007 van het Europees Parlement en de Raad van 11 juli 2007 betreffende het recht dat van toepassing is op niet-contractuele verbintenissen ( Rome II ),Verordening (EG) nr. 864/2007 van het Europees Parlement en de Raad van 11 juli 2007 betreffende het recht dat van toepassing is op niet-contractuele verbintenissen ( Rome II ),Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 864/2007 van het Europees Parlement en de Raad van 11 juli 2007 betreffende het recht dat van toepassing is op niet-contractuele verbintenissen ( Rome II )</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Civiel recht,Overig civiel recht,Civiel recht
549,Highest_Verordening (EG) nr. 810/2009 van het Europees Parlement en de Raad van 13 juli 2009 tot vaststelling van een gemeenschappelijke visumcode (Visumcode),Verordening (EG) nr. 810/2009 van het Europees Parlement en de Raad van 13 juli 2009 tot vaststelling van een gemeenschappelijke visumcode (Visumcode),Uw vraagt lijkt te gaan om <b>Verordening (EG) nr. 810/2009 van het Europees Parlement en de Raad van 13 juli 2009 tot vaststelling van een gemeenschappelijke visumcode (Visumcode)</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,Bestuursrecht,Staats- en bestuursrecht,Vreemdelingenrecht
550,Highest_Verordening (EU) 2016/679 van het Europees Parlement en de Raad van 27 april 2016 betreffende de bescherming van natuurlijke personen in verband met de verwerking van persoonsgegevens en betreffende het vrije verkeer van die gegevens en tot intrekking van Richtlijn 95/46/EG (algemene verordening gegevensbescherming),Verordening (EU) 2016/679 van het Europees Parlement en de Raad van 27 april 2016 betreffende de bescherming van natuurlijke personen in verband met de verwerking van persoonsgegevens en betreffende het vrije verkeer van die gegevens en tot intrekking van Richtlijn 95/46/EG (algemene verordening gegevensbescherming),Uw vraagt lijkt te gaan om <b>Verordening (EU) 2016/679 van het Europees Parlement en de Raad van 27 april 2016 betreffende de bescherming van natuurlijke personen in verband met de verwerking van persoonsgegevens en betreffende het vrije verkeer van die gegevens en tot intrekking van Richtlijn 95/46/EG (algemene verordening gegevensbescherming)</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,#VALUE!,#VALUE!,#VALUE!
551,"Highest_Verordening (EU) Nr. 1306/2013 van het Europees Parlement en de Raad van 17 december 2013 inzake de financiering, het beheer en de monitoring van het gemeenschappelijk landbouwbeleid en tot intrekking van Verordeningen (EEG) nr. 352/78, (EG) nr. 165/94, (EG) nr. 2799/98, (EG) nr. 814/2000, (EG) nr. 1290/2005 en (EG) nr. 485/2008 van de Raad","Verordening (EU) Nr. 1306/2013 van het Europees Parlement en de Raad van 17 december 2013 inzake de financiering, het beheer en de monitoring van het gemeenschappelijk landbouwbeleid en tot intrekking van Verordeningen (EEG) nr. 352/78, (EG) nr. 165/94, (EG) nr. 2799/98, (EG) nr. 814/2000, (EG) nr. 1290/2005 en (EG) nr. 485/2008 van de Raad","Uw vraagt lijkt te gaan om <b>Verordening (EU) Nr. 1306/2013 van het Europees Parlement en de Raad van 17 december 2013 inzake de financiering, het beheer en de monitoring van het gemeenschappelijk landbouwbeleid en tot intrekking van Verordeningen (EEG) nr. 352/78, (EG) nr. 165/94, (EG) nr. 2799/98, (EG) nr. 814/2000, (EG) nr. 1290/2005 en (EG) nr. 485/2008 van de Raad</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",#VALUE!,#VALUE!,#VALUE!
552,"Highest_Verordening (EU) nr. 1215/2012 van het Europees Parlement en de Raad van 12 december 2012 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken","Verordening (EU) nr. 1215/2012 van het Europees Parlement en de Raad van 12 december 2012 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken","Uw vraagt lijkt te gaan om <b>Verordening (EU) nr. 1215/2012 van het Europees Parlement en de Raad van 12 december 2012 betreffende de rechterlijke bevoegdheid, de erkenning en de tenuitvoerlegging van beslissingen in burgerlijke en handelszaken</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.",Civiel recht,Goederen- en verbintenissenrecht,Verbintenissenrecht
553,Highest_Verordening (EU) nr. 604/2013 van het Europees Parlement en de Raad van 26 juni 2013 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een verzoek om internationale bescherming dat door een onderdaan van een derde land of een staatloze bij een van de lidstaten wordt ingediend,Verordening (EU) nr. 604/2013 van het Europees Parlement en de Raad van 26 juni 2013 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een verzoek om internationale bescherming dat door een onderdaan van een derde land of een staatloze bij een van de lidstaten wordt ingediend,Uw vraagt lijkt te gaan om <b>Verordening (EU) nr. 604/2013 van het Europees Parlement en de Raad van 26 juni 2013 tot vaststelling van de criteria en instrumenten om te bepalen welke lidstaat verantwoordelijk is voor de behandeling van een verzoek om internationale bescherming dat door een onderdaan van een derde land of een staatloze bij een van de lidstaten wordt ingediend</b>. Wij hebben daarom de relevante filters al ingesteld. Deze kunt u altijd nog hierboven veranderen.,#VALUE!,#VALUE!,#VALUE!
